Text,Label
"Considering the importance of the issue raised in the letter being concerned by frequent complaints regarding custodial violence and deaths in police lock up, the letter was treated as a writ petition and notice was issued on 9.2.1987 to the respondents.

In response to the notice, the State of West Bengal filed a counter. It was maintained that the police was no hushing up any matter of lock-up death and that whereever police personnel were found to be responsible for such death, action was being initiated against them. The respondents characterised the writ petition as misconceived, misleading and untenable in law.

While the writ petition was under consideration a letter addressed by Shri Ashok Kumar Johri on 29.7.87 to the Hon'ble Chief Justice of India drawing the attention of this Court to the death of one Mahesh Bihari of Pilkhana, Aligarh in police custody was received. That letter was also treated as a writ petition and was directed to be listed alongwith the writ petition filed by Shri D.K. Basu. On 14.8.1987 this Court made the following order :

""In almost every states there are allegations and these allegations are now increasing in frequency of deaths in custody described generally by newspapers as lock-up deaths. At present there does not appear to be any machinery to effectively deal with such allegations. Since this is an all India question concerning all States, it is desirable to issues notices to all the State Governments to find out whether they are desire to say anything in the matter. Let notices issue to all the State Governments. Let notice also issue to the Law Commission of India with a request that suitable suggestions may be returnable in two months from today.""
In response to the notice, affidavits have been filed on behalf of the States of West Bengal, Orissa, Assam Himachal Pradesh, Madhya Pradesh, Harayana, Tamil Nadu, Meghalaya , Maharashtra and Manipur. Affidavits have also been filed on behalf of Union Territory of Chandigarh and the Law Commission of India.

During the course of hearing of the writ petitions, the Court felt necessity of having assistance from the Bar and Dr. A.M. Singhvi, senior advocate was requested to assist the Court as amicus curiae.",Criminal Case
"Gita Patel sues a software company for failing to deliver a custom software solution as per contract specifications, resulting in substantial business losses and operational disruption.",Civil Case
"Involves a dispute between neighboring property owners over property boundaries. The dispute began when one neighbor alleged that the other encroached on their land by constructing a building partially on their property. The case requires a thorough review of land surveys, property records, and historical ownership documents to determine the correct boundaries and appropriate remedies, which may include compensation or removal of the encroachment.",Civil Case
Mohit Kumar faces charges of insider trading involving confidential stock market information. The case includes complex financial transactions and trading records.,Criminal Case
"Priyanka Rao files a complaint against a contractor for failing to meet agreed-upon standards in a home renovation project, resulting in significant financial and personal losses.",Civil Case
"Ramesh Patel contests a decision by the Municipal Corporation of Mumbai regarding the denial of a building permit, claiming the decision was unjust and not in line with established regulations.",Administrative Case
Ravi Mehta faces charges of embezzlement and fraud involving significant sums of money. The case involves financial records and testimonies.,Criminal Case
"Shorn of details, brief facts necessary for disposal for this appeal are that on November 28, 1977 a suit, filed by the appellants, was decreed and an injunction was issued to the defendant-respondents to close down the passage carved out by opening a door from the wall and further the defendants were restrained from using that passage. On August 7, 1986 an application for execution of the decree was filed in the Executing Court on the ground that the injunction were being violated. The judgement debtor filed objections to the Execution Application and raised a preliminary objection to the effect that the Execution Application was barred by time. The Executing Court vide order dated May 6, 1987 upheld the preliminary objection and held the Execution Application to the barred by time. The matter was taken up in revision to the High Court. On 25.4 .1989, the Civil Revision Petition against the order of Execution Court was allowed. Gupta, J. allowing the civil revision petition held that the case was covered by Article 181 of the Jammu & Kashmir Limitation Act and the opinion of the Executing Court that it was covered by Article 182 of the J & K Limitation Act was by time. It was held that the petition was not barred Executing Court for decision on merits. A review petition came to for decision on merits. A review petition came to be filed by the judgment debtors and on 6.3.1997 the review petition was allowed by sharma. J. and the order dated 25.4.1989 was set at naught and that of the Executing Court dated 6.5.1987 restored.",Civil Case
Sunil Patel files a lawsuit against a car manufacturer for defects in a vehicle that led to a serious accident. The case includes evidence of vehicle malfunctions and expert testimonies.,Civil Case
"The applicant was working as a Shunting Porter and while so, he was removed from service and thereafter on the orders of this Tribunal; reinstated in service. Apparently taking recourse to the Scheme called LARGESS and finding himself to be having the qualifying service of 20 years including the time spent out side after removal from service and in the age group of 50 to 57 years i.e. as his date of birth is 1959 he would be almost 57 years now. He had sought for voluntary retirement and a preferential appointment to his son Amit Kumar who was called for a written examination which he had qualified but his name has not been included in the list of selected candidates on the ground that the employee has less than 20 years of service, therefore challenging this, applicant is before us.

And being rich, my virtue then shall be To say there is no vice but beggary

3. A similar situation is postulated here the Railway Board thinks that some special benefits may be made available to certain categories of people under the feeling that their work is strenuous and because of that they are subjected to vagaries of extreme weather condition and as a result infirmity associated with an early ageing process sets on along with other diminishment.When the body process is thus catches up quite early in life and to ameliorate its effect issue some Schemes which are reproduced herein. But we must examine these openly in the configuration of morality and legality.

(vi)The ward will be considered for appointment only in the lowest recruitment grade of the respective category from which the employee seeks retirement, depending upon his/her eligibility and suitability, but not in any other category.

(xi)Those who have completed 33 years of qualifying service and are in the age group of 55 to 57 years would be considered in the first phase of the scheme to be followed by those in the age group of 53 years onwards but less than 55 years.

(xii)The conditions of eligibility, in the case of wards, being considered for appointment would be the same as prescribed for direct recruitment from the open market.

II) Later on, vide RBE No.131/2010 [No.E(P&A)I-2010/RT-2 dated 11.09.2010. the Railway Board modified the SRRC with the nomenclature Liberalized Active Retirement Scheme for Guaranteed Employment for Safety Staff (LARGESS) and extended the benefits to other safety categories of the staff with Grade Pay of Rs.1800 per month. The qualifying service has also been reduced from 33 years to 20 years and the eligible age group has been reduced from 55-57 years to 557 years. However, the condition of qualifying service (i.e. 33 years and age group (i.e. 55-57) for drivers remained unchanged. The said order is also reproduced as under:-

Subject: Safety Related Retirement Scheme covering safety categories with Grady Pay Rs.1800/-
[No.E9P&A)I-2010/RT-2 dated 11.09.2010) Please refer to Boards letter No.E(P&A)I-2001RT-2 (KW) dated 02.01.2004 (Bahris RBO 4/2002, p-5) regarding introduction of Safety related retirement scheme (SRRS) for Drivers and Gangmen.
2. It has now been decided to extend the benefit of scheme to other safety categories of staff with a grade pay of Rs.1800/-pm. The qualifying service has been reduced from 33 years to 20 years and the eligible age group of 55-57 years to 50-57 years for seeking retirement under the scheme in the case of safety categories with grade pay of Rs.1800. The list of safety categories covered under the scheme is enclosed as Annexure.
3. It has also been decided to modify the nomenclature of the scheme as Liberalized Active Retirement Scheme for Guaranteed Employment for Safety Staff (LARGESS) with grade pay of Rs.1800. However, the employment under the scheme would be guaranteed only to those found eligible/suitable and finally selected as per procedure.
4. The condition of qualifying service (i.e. 33 years and age group (i.e. 55-57) for drivers will remain unchanged.
5. The other terms and conditions of the Scheme will remain unchanged.
6. This issues with the concurrence of the Finance Directorate of the Ministry of Railways.
15. Further, the Government of India has already enacted The Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Act, 1995 to safeguard the interests of any employee who acquires disability during his service. The said act is equally applicable for the employees of the Railways. Section 47 of the said Act reads as under:-
47. Non-discrimination in government Employment  (I) No establishment shall dispense with, or reduce in rank, an employee who acquires a disability during his service:
Provided that, if an employee, after acquiring disability is not suitable for the post he was holding, could be shifted to some other post with the same pay scale and service benefits: Provided further that if it is not possible to adjust the employee against any post, he may be kept on a supernumerary post until a suitable post is available or he attains the age of superannuation, whichever is earlier.
(2) No promotion shall be denied to a person merely on the ground of his disability:
Provided that the appropriate Government may, having regard to the type of work carried on in any establishment, by notification and subject to such conditions, fi any, as may be specified in such notification, exempt any establishment from the provisions of this section.
16. Moreover, the Railways themselves have their separate statutory rules to protect the disabled/medically decategorised employees of any particular post. They are given alternative employments. The relevant rules in Chapter XIII of the Indian Railway Establishment Manual Volume-I are reproduced as under:-
CHAPTER XIII Absorption of disabled/medically decategorised staff in Alternative Employment.
1301. A Railway servant who fails in a vision test or otherwise by virtue of disability acquired during service becomes physically incapable of performing the duties of the post which he occupies should not be dispensed with or reduced in rank, but should be shifted to some other post with the same pay scale and service benefits.
1302. Classification of Railway Servants declared medically unfit  Railway servants acquiring disability during service and declared medically unfit are divisible into two groups:-
I Those completely disabled for further service in any post in the Railway, i.e. those who cannot be declared fit even in the Cmedical category; and ii. Those disabled/incapacitated for further service in the post they are holding but declared fit in a lower medical category and eligible for retention in service in posts corresponding to this lower medical category.
1303. The railway servants both in groups(i) and group(ii) of Para 1302 cease to perform the duties of the posts they are holding from the date they are declared medically unfit for the present post. No officer has the authority to permit the Railway Servant concerned to perform the duties in the post beyond that date. If such a Railway Servant cannot be immediately adjusted against or absorbed in any suitable alternative post he may be kept on a special supernumerary post in the grade in which the employee concerned was working on regular basis before being declared medically unfit pending location of suitable alternative employment for him with the same pay scale and service benefits, efforts to locate suitable alternative employment starting immediately. The special supernumerary post so created will stand abolished as soon as the alternative employment is located.
(Authority: Ministry of Railways letter No.E(NG)I-2004/RE-3/9 dt. 7.12.2005) 1304: Disabled Medically decategorised staff to be absorbed in posts they can adequately fill:- In the matter of absorption of disabled/medically decategorised staff in alternative posts, Railway administrations should take care to ensure that the alternative employment offered is only in posts which the staff can adequately fill and as far as possible should broadly be in allied categories where their background and experience in earlier posts could be utilised. While finding alternative posts for absorption of disabled/medically decategorised staff, the Railway Administration should ensure that the interests of other staff in service are not adversely affected and no reversion of any officiating Railway servant is made to absorb the disabled/medically decategorised staff. For this purpose, attempts should be made to absorb the disabled/medically decategorised Railway servant not only within the Unit/Division or Department, but in other Unit/Division or Department.
1305. Absorption in posts identified for employment of physically handicapped persons/creation of supernumerary posts. The Railway servants falling in group (i) mentioned in para 1302 i.e. those who are declared unfit even for the lowest medically category, may be absorbed in a post/category identified as suitable for employment of physically handicapped persons and fresh recruitment to that post/category from open market from amongst physically handicapped withheld. In case the alternative post is not carrying the requisite pay scale, a supernumerary post may be created in appropriate scale of pay and the employee adjusted against the same keeping the lower grade post vacant by withholding fresh recruitment thereto. The supernumerary post so created to accommodate a disabled/medically incapacitated employee shall stand abolished as soon as a suitable post in the appropriate scale is found for the Railway servant concerned or the post is vacated by him for other reasons, whichever is earlier.
(Authority: Ministry of Railways letter No.E(NG)I-2004/RE-3/9 dt. 7.12.2005) 1306. Steps to be taken for finding alternative employment
1. With a view to determined the categories in which the disabled/medically decategorised Railway servant is suitable for absorption, a committee should examined him. The committee may consist of two or three officers posted at the headquarters of the officer under whom the disabled/medically decategorised Railway servant was working, the Railway servants immediate officer being one of the members of the committee. After the committee has examined the Railway servant and determined his suitability for certain categories of posts, the officer under whom the Railway servant was working will proceed to take further action to find suitable alternative employment for him.
2. The officer concerned will prepare a list of vacancies within his jurisdiction in the categories for which the disabled/medically incapacitated Railway servant has been found suitable and a post with same scale of pay as was attached to the post he was holding on regular basis before being declared medically unfit, will be offered to him.
3. It will be the responsibility primarily of the officer under whom the concerned Railway servant was directly working to find suitable alternative employment for him. This will be done first by trying to find alternative employment in the officers own unit/division, office, workshop etc. and a register with the details as mentioned in sub para (6) below will be maintained for this purpose.
4. If there is no immediate prospect of employment in his own unit/division, officer etc/. the name of the Railway servant with particulars as given in sub-para (6) below will be circulated to all other offices or establishments where suitable employment is likely to be found.
5. Nothing in the previous paragraphs, however, debars a Railway servant from applying for a particular post for which he is likely to be deemed suitable and it is known to be vacant under any officer. Such an application must be addressed through the immediate officer of the Railway servant concerned and must contain full particulars of his service and must be forwarded to the officer to whom addressed or to the authority competent to make the appointment. The result of the application must be intimate to the Railway servant.
6. A register containing the names of all Railway servants declared medically unfit and to be absorbed in alternative post will be maintained by Headquarters, Divisional and other extra-Divisional offices. These registers will contain not only the names of the staff of the particular division, etc. but also the names notified to the unit Officer concerned by other unit/offices. This will not, however, absolve officers under whom the Railway servant was last working from continuing their efforts to find suitable employment for the disabled/medically decategorised employee. The particulars required to be maintained in registers and notified to other officers in accordance with the instructions above are as follows:
i. Serial number ii Date on which incapacitated iii Name and Fathers name iv Post last held on regular basis with scale of Pay and rate of pay.
v. Educational qualifications? If no educational qualifications, then general remarks regarding knowledge of English, regional language etc. vi. Medical category in which placed.
vii. Details of special supernumerary post till absorption in alternative appointment (Para 1303).
viii. Date from which absorbed in alternative appointment.
ix. Nature and category of alternative appointment.
	       x.	           Scale of Pay of the alternative post and the pay fixed at.
	      xi.	           Details of supernumerary posts, if any after absorption in Alternative appointment (Para 1305).
	xii		Remarks .

7. If and when a Railway servant is absorbed in an alternative post, intimation will be sent by the officer under whom he was previously working to all other officers to whom his name was notified. On receipt of such intimation, his name will be deleted from the registers.
8. Before any post is filled or a promotion is ordered, officers concerned will refer to their registers and satisfy themselves that no disabled medically incapacitated Railway servant who is suitable for the post is available. If any such disabled/medically incapacitated employee is available, he will be given preference over all other categories of staff for appointment.
5. This matter relates to preferential employment to his son, as prayed for by the applicant, on the ground that he was an employee with the Railway respondents and he took voluntary retirement on the ground of his medical de-categorisation and now the applicant is claiming employment of his son in the nature of a compassionate appointment, which he claims as a matter of right. Several schemes had been framed by the Railways from 2004 onwards, ostensibly to help out employees whose particular nature of work is held to be especially tiresome and, therefore it might be advisable to allow them to retire early and in their place to grant an appointment to their wards. This was for two categories at first but later on it was extended to cover about ten categories now. Besides as against the 5% quota in Direct recruitment for compassionate appointment, this is a 100% replacement of an employee who retires on full benefits and as found in most of the cases within one year of the superannuation. This sort of hereditary appointment had queered the pitch for the actually qualified and meritorious candidates for an employment and consequent livelihood which the State is bound to protect as they may be competitively more meritorious. If the likely back door entries can claim more merit, nothing will stop them from actually competing in the regular selection process. Therefore, these Schemes, as it now stand do not represent the extreme variety represented by the 5 % determination for compassionate appointment. Thus these issues are disposed to secure ultimate injustice for all.",Administrative Case
"The facts of the case are as under:

The petitioner is a young woman now aged about 27 years who is a graduate and at the relevant time was pursuing her Masters course in Hindi in the Lucknow University. Due to the sudden death of her parents she started living with her brother Ajay Pratap Singh at LDA Colony, Kanpur Road, Lucknow, where she did her intermediate in 1997 and graduation in 2000.
It is alleged by the petitioner that on 2.11.2000 she left her brother's house of her own free will and got married at Arya Samaj Mandir, Delhi to one Bramha Nand Gupta who has business in Delhi and other places and they have a child out of this wedlock.
Thereafter on 4.11.2000, the petitioner's brother lodged a missing person report at Sarojini Nagar Police Station, Lucknow and consequently the police arrested two sisters of the petitioner's husband along with the husband of one of the sisters and the cousin of the petitioner's husband. The persons arrested were Mamta Gupta, Sangita Gupta (sisters of Brahma Nand Gupta), as well as Rakesh Gupta (husband of Mamta Gupta) and Kallu Gupta cousin of the petitioner's husband. Mamta was in jail with her one month old child.
It is further alleged that the petitioner's brothers Ajay Pratap Singh, Shashi Pratap Singh and Anand Pratap Singh were furious because the petitioner underwent an inter-caste marriage, and hence they went to the petitioner's husband's paternal residence and vehemently beat up her husband's mother and uncle, threw the luggage, furniture, utensils, etc. from the house and locked it with their lock. One brother of the petitioner's husband was allegedly locked in a room by the petitioner's brothers for four or five days without meals and water. The petitioner's brothers also allegedly cut away the harvest crops of the agricultural field of the petitioner's husband and sold it, and they also took forcible possession of the field. They also lodged a false police report alleging kidnapping of the petitioner against her husband and his relatives at Police Station Sarojini Nagar, Lucknow, due to which the sisters of the petitioner's husband, and the husband of one of the sisters, were arrested and detained in Lucknow jail. The petitioner's brothers also illegally took possession of the shop of the petitioner's husband. The petitioner's husband has a shop at Badan Singh Market, Rangpuri in the name of Gupta Helmet Shop whose possession was forcibly taken over by her brothers.

It is alleged that the petitioner's husband and relatives have been falsely framed by her brothers Shashi Pratap Singh, Ajay Pratap Singh and Anand Pratap Singh who were furious because of the inter-caste marriage of the petitioner with Bramha Nand Gupta. Mamta Gupta, Rakesh Gupta and Sangita Gupta were arrested on 17.12.2000, whereas Kallu Gupta was arrested on 02.12.2000. It is alleged that the three relatives of the petitioner's husband were not granted bail for a long time and their lives got ruined though there was no case against them that they instigated the petitioner to get married to Bramha Nand Gupta. It is also alleged that the petitioner ran from pillar to post to save her husband and relatives from harassment and she then approached the Rajasthan Women Commission, Jaipur, as she was staying in Jaipur almost in hiding apprehending danger to her and her husband's life. The Commission recorded her statement on 13.3.2001 and the same was forwarded to the Superintendent of Police (City), Lucknow for necessary action. The President of the Rajasthan State Women Commission also wrote a letter to the National Human Rights Commission on 13.3.2001 requesting the Commission and the Chief Secretary, Government of Uttar Pradesh, to intervene in the matter.

The Fast Track Court, Lucknow before whom the case was pending issued non-bailable warrants against all the four accused, and against the order of the Fast Track Court, the accused filed a petition under section 482 Cr.P.C. in the Allahabad High Court (Lucknow Bench) which was registered as Crl. Misc. No. 520/2003. The High Court directed the accused to appear before the Sessions Judge who would himself scrutinize whether the accused committed any offence or not. The matter is still pending.

The petitioner alleged that she cannot visit Lucknow as she apprehends danger to her life and the lives of her husband and small child. She has further alleged that her brothers have assaulted, humiliated and irreparably harmed the entire family members of her husband Bramha Nand Gupta and their properties, and even the remote relatives were not spared and were threatened to be killed. Their properties including the house and agricultural lands and shops were forcibly taken over by the brothers of the petitioner and the lives of the petitioner and her husband are in constant danger as her brothers have been threatening them.",Criminal Case
"Suraj Mal was employed with the appellant-Company for 15 years until the factory closed due to alcohol prohibition in Haryana. After the prohibition was lifted, he was re-employed but at a lower wage. He and other workers demanded wage parity, leading to an industrial dispute.",Civil Case
"A petition was filed challenging the validity of a state law prohibiting alcohol, arguing that it infringed upon fundamental rights under the Indian Constitution.",Constitutional Case
"A government contractor filed a case against a municipal corporation for arbitrarily canceling a contract, alleging that the cancellation was done without following the due process of law.",Administrative Case
"A group of activists filed a petition challenging the government’s new law that required mandatory linkage of social media accounts to national IDs, claiming it violated the right to privacy.",Constitutional Case
A consumer filed a lawsuit against a car manufacturer after discovering that a defect in the vehicle’s airbags led to serious injuries in an accident. The lawsuit sought damages for medical expenses and pain and suffering.,Civil Case
"An individual was charged with cyberstalking after sending threatening emails and messages to a former colleague, leading to psychological distress for the victim.",Criminal Case
"A case was filed against a regulatory authority for failing to enforce safety standards in a public building, leading to hazardous conditions and potential risks to occupants.",Administrative Case
"An individual filed a case against a public utility company for poor service and unfulfilled obligations, claiming administrative negligence and seeking redress for the issues faced.",Administrative Case
"A man was arrested for identity theft after using stolen credit card information to make unauthorized purchases, leading to a criminal charge.",Criminal Case
"A worker filed a lawsuit for discrimination after being unfairly passed over for promotion due to race, seeking reinstatement and damages.",Civil Case
"A case was brought to challenge the constitutionality of a law imposing mandatory vaccinations, arguing it infringed on personal freedom and autonomy.",Constitutional Case
"A case was filed questioning the legality of a government surveillance program that monitored private communications without warrants, arguing it violated privacy rights.",Constitutional Case
Criminal Case: The local police department announced the arrest of a suspect in a high-profile robbery case. The suspect allegedly broke into several homes and stole valuable items before being apprehended.,Criminal Case
Constitutional Case: The Supreme Court has ruled on the constitutionality of a new law restricting freedom of the press. The court found that the law violated fundamental rights protected by the Constitution.,Constitutional Case
"Administrative Case: A non-profit organization has filed a lawsuit against a city council for not providing necessary funding for social programs, arguing that the decision violates established agreements and legal obligations.",Administrative Case
"A well-known fashion designer is being sued for breach of contract by a major retailer. The retailer alleges that the designer failed to deliver a collection on time, causing financial losses and reputational damage.",Civil Case
"After remission, the CPIO rejected the application, stating as follows:

""In the case at hand, you yourself knew that the information sought by you is related to various High Court in the country and instead of applying to those Public Authorities you have taken a short circuit procedure by approaching the CPIO, Supreme Court of India remitting the fee of Rs.10/- payable to one authority and getting it referred to all the public authorities at the expense of one Central Public Information Officer. In view of this, the relief sought by you cannot be appreciated and is against the spirit of Section 6 (3) of the Right to Information Act, 2005.
You may, if so advised approach the concerned public authorities for desired information"".",Constitutional Case
"Anjali Singh challenges a recent amendment to environmental laws by the central government, arguing it infringes on rights guaranteed by the Indian Constitution.",Constitutional Case
"Criminal Appeal No. 335 of 1975 which is the first of the many appeals before us, arises out of a judgment dated September 13, 1977 of a Full Bench of the High Court of Punjab and Haryana. The appellant herein, Shri Gurbaksh Singh Sibbia, was a Minister of Irrigation and Power in the Congress Ministry of the Government of Punjab. Grave allegations of political corruption were made against him and others whereupon, applications were filed in the High Court of Punjab and Haryana under Section 438, praying that the appellants be directed to be released on bail, in the event of their arrest on the aforesaid charges. Considering the importance of the matter, a learned Single Judge referred the applications to a Full Bench, which by its judgment dated September 13, 1977 dismissed them.",Criminal Case
"J U D G M E N T R.C. LAHOTI, CJI Ashok Kumar Sharma, the respondent no.2 herein filed a First Information Report with police station, Division No. 3, Ludhiana, whereupon an offence under Section 304A read with Section 34 of the Indian Penal Code (for short ""the IPC"") was registered. The gist of the information is that on 15.2.1995, the informant's father, late Jiwan Lal Sharma was admitted as a patient in a private ward of CMC Hospital, Ludhiana. On 22.2.1995 at about 11 p.m., Jiwan Lal felt difficulty in breathing. The complainant's elder brother, Vijay Sharma who was present in the room contacted the duty nurse, who in her turn called some doctor to attend to the patient. No doctor turned up for about 20 to 25 minutes. Then, Dr. Jacob Mathew, the appellant before us and Dr.Allen Joseph came to the room of the patient. An oxygen cylinder was brought and connected to the mouth of the patient but the breathing problem increased further. The patient tried to get up but the medical staff asked him to remain in the bed. The oxygen cylinder was found to be empty. There was no other gas cylinder available in the room. Vijay Sharma went to the adjoining room and brought a gas cylinder therefrom. However, there was no arrangement to make the gas cylinder functional and in-between, 5 to 7 minutes were wasted. By this time, another doctor came who declared that the patient was dead. The latter part of the FIR states (as per the translation in English as filed by the complainant): ""the death of my father was occurred due to the carelessness of doctors and nurses and non availability of oxygen cylinder and the empty cylinder was fixed on the mouth of my father and his breathing was totally stopped hence my father died. I sent the dead body of my father to my village for last cremation and for information I have come to you. Suitable action be done Sd/- ---- As per statement of intimator the death of Jiwan Lal Sharma has occurred due to carelessness of doctors and nurses concerned and to fit empty gas cylinder.""

The Judicial Magistrate First Class, Ludhiana framed charges under Section 304A, IPC against the two accused persons, both doctors. Both of them filed a revision in the Court of Sessions Judge submitting that there was no ground for framing charges against them. The revision was dismissed. The appellant filed a petition in the High Court under Section 482 of the Code of Criminal Procedure praying for quashing of the FIR and all the subsequent proceedings.

It was submitted before the High Court that there was no specific allegation of any act of omission or commission against the accused persons in the entire plethora of documents comprising the challan papers filed by the police against them. The learned single Judge who heard the petition formed an opinion that the plea raised by the appellant was available to be urged in defence at the trial and, therefore, a case for quashing the charge was not made out. Vide order dated 18.12.2002, the High Court dismissed the petition. An application for recalling the abovesaid order was moved which too was dismissed on 24.1.2003. Feeling aggrieved by these two orders, the appellant has filed these appeals by special leave.

According to the appellant, the deceased Jiwan Lal was suffering from cancer in an advanced stage and as per the information available, he was, in fact, not being admitted by any hospital in the country because his being a case of cancer at terminal stage. He was only required to be kept at home and given proper nursing, food, care and solace coupled with prayers. But as is apparent from the records, his sons are very influential persons occupying important positions in Government. They requested the hospital authorities that come what may, even on compassionate grounds their father may be admitted in the hospital for regulated medical treatment and proper management of diet. It was abundantly made clear to the informant and his other relations who had accompanied the deceased that the disease was of such a nature and had attained such gravity, that peace and solace could only be got at home. But the complainant could prevail over the doctors and hospital management and got the deceased admitted as an in-patient. Nevertheless, the patient was treated with utmost care and caution and given all the required medical assistance by the doctors and para-medical staff. Every conceivable effort was made by all the attending staff comprising of doctors and nurses and other para-medicals to give appropriate medical treatment and the whole staff danced attendance on the patient but what was ordained to happen, did happen. The complainant and his relations, who were misguided or were under mistaken belief as to the facts, lodged police report against the accused persons  wholly unwarranted and uncalled for.",Civil Case
"JUDGMENT 2002 Supp(3) SCR 39 The following Order of the Court was delivered :

In these two petitions filed by the police inspectors serving the Gujarat State, it has been contended that prosecuting agency has no right to ask for remand of petitioners (accused) for the purpose of collecting evidence and the application moved for remand of the petitioner (accused) was unjustified because anticipatory bail was granted to them.
It is the prosecution version, as per the FIR lodged on 7.2.2002 by the Assistant Commissioner of Police 'D"" Division, Surat that petitioners and other police personnel are involved in offences punishable under Sections 429, 420, 465, 468, 477-A and 114 IPC. It is alleged that when they were working at various police stations, they have committed offences during the period from 20.2.1992 to 23.11.2001 by replacement of mudammal articles including golden ornaments by other spurious articles, misappropriation of the amount which was kept at the police station, unauthorised auction of the property which was seized and kept in the police custody pending trial and tampering with the records of police station. The High Court by its judgment and order dated 20.6.2002 rejected the application against the order passed by the trial court granting remand of the petitioner. Hence, these special leave petitions.
At the time of the hearing of these matters, learned counsel for the parties submitted that various articles are kept at the police station for a long period by not adhering to the procedure prescribed under Cr.P.C., which creates difficulties for keeping them in safe custody. Finally, the sufferers are-either the State exchequer or the citizens whose articles are kept in such custody. It is submitted that speedier procedure is required to be evolved either by the Court or under the rules for disposal of muddamal articles which are kept at various police stations as most of the police stations are flooded with seized articles. It is, therefore, submitted that directions be given so that burden of the Courts as well as at the police station can, to some extent, be reduced and that there may not be any scope for misappropriation or of replacement of valuable articles by spurious articles.
Learned counsel further referred to the relevant Sections 451 and 457 of Code of Criminal Procedure, which read thus-
""451. Order for custody and disposal of property pending trial in certain cases.-When any property is produced before any Criminal Court during any inquiry or trial, the Court may make such order as it thinks fit for the proper custody of such property pending the conclusion of the inquiry or trial, and. if the property is subject to speedy and natural decay, or if it is otherwise expedient so to do, the Court may, after recording such evidence as it thinks necessary, order it to be sold or otherwise disposed of.
Explanation-For the purposes of this section, ""property"" includes (a) property of any kind or document which is produced before the Court or which is in its custody.
(b) any property regarding which an offence appears to have been committed or which appears to have been used for the commission of any offence.",Criminal Case
"Likewise, in regard to Ajit Singh, the contention was as follows: Assume there are rosters at Level 1 and again at Level 2. Assume that a reserved candidate has been promoted from Level 1 to Level 2 on the basis of the roster point and again from Level 2 to Level 3 on roster point. A senior general candidate at Level 1 has later reached Level 3 and by that date the reserved candidate is still at Level",Constitutional Case
"Neelam Singh challenges a central government policy impacting educational institutions, arguing that it violates the right to education and academic freedom as enshrined in the Constitution.",Constitutional Case
"Petitioner happens to be the husband of respondent no.2 Sweta Kiran. The marriage between them was solemnized on 1st July, 2007. His attempt to secure anticipatory bail has failed and hence he has knocked the door of this Court by way of this Special Leave Petition.

In sum and substance, allegation levelled by the wife against the appellant is that demand of Rupees eight lacs, a maruti car, an air-conditioner, television set etc. was made by her mother-in-law and father-in-law and when this fact was brought to the appellant’s notice, he supported his mother and threatened to marry another woman. It has been alleged that she was driven out of the matrimonial home due to non- fulfilment of the demand of dowry.

Denying these allegations, the appellant preferred an application for anticipatory bail which was earlier rejected by the learned Sessions Judge and thereafter by the High Court.",Criminal Case
"Raj Kumar challenges a new policy by the central government affecting labor rights, arguing it violates constitutional protections and adversely impacts workers.",Constitutional Case
Shyam Sundar is charged with assault and theft after a violent altercation at a public event. The case involves multiple witnesses and forensic evidence.,Criminal Case
